opeid,instnm,city,stabbr,insturl,adm_rate,sat_avg,grad_debt_mdn,inexpfte,pftfac,locale,ugds_white,c150_4,adm_rate_rank,sat_avg_rank,c150_4_rank,pftfac_rank,ugds_white_rank,inexpfte_rank,grad_debt_mdn_rank
232700,University of Michigan-Flint,Flint,MI,www.umflint.edu,0.7864,993,27500,8190,0.5576,12,0.6778,0.3428,7065,5253,12078,6036,3102,2617,8628
299200,University of Mary,Bismarck,ND,www.umary.edu/,0.7865,1050,22722,5990,0.2315,41,0.834,0.4611,7070,933,5263,19992,10286,5124,-1925
317900,Southeastern Oklahoma State University,Durant,OK,www.se.edu,0.7867,970,15864,7447,1,32,0.5477,0.2882,7081,6996,15223,-12899,-2881,3464,-17073
237900,Saint Johns University,Collegeville,MN,www.csbsju.edu,0.7876,1155,27000,13539,0.84,41,0.8099,0.8048,7128,-7024,-14535,-6051,9178,-3477,7523
358100,Lamar University,Beaumont,TX,www.lamar.edu,0.7881,963,22486,4753,0.8128,12,0.4902,0.3289,7154,7527,12879,-4887,-5526,6533,-2447
161000,University of Hawaii at Manoa,Honolulu,HI,manoa.hawaii.edu,0.7882,1070,19000,19856,0.7871,11,0.1782,0.5619,7159,-582,-543,-3787,-19876,-10674,-10146
189600,Wartburg College,Waverly,IA,www.wartburg.edu,0.7883,1100,27000,9632,1,32,0.78,0.7104,7164,-2856,-9097,-12899,7803,974,7523
649400,Good Samaritan College of Nursing and Health Science,Cincinnati,OH,www.GSCollege.edu,0.7885,910,23750,12661,0.7436,11,0.8385,0.7143,7175,11543,-9322,-1925,10493,-2477,345
108103,Arizona State University-Downtown Phoenix,Phoenix,AZ,www.asu.edu/,0.7886,1083,20229,9648,0.7627,11,0.5344,0.5833,7180,-1567,-1776,-2742,-3493,956,-7432
209500,St Mary's College of Maryland,St. Mary's City,MD,www.smcm.edu,0.7887,1188,20962.5,13744,0.7475,23,0.7296,0.8144,7185,-9525,-15088,-2092,5485,-3711,-5812
373200,Radford University,Radford,VA,www.radford.edu,0.7891,968,21500,7905,0.6715,13,0.7402,0.5874,7206,7148,-2012,1161,5972,2942,-4624
214000,College of Our Lady of the Elms,Chicopee,MA,www.elms.edu,0.7897,946,26000,6617,0.8642,21,0.5202,0.7811,7237,8815,-13170,-7087,-4146,4409,5315
365400,University of St Thomas,Houston,TX,www.stthom.edu,0.7899,1111,23823,11944,1,11,0.2917,0.5188,7248,-3689,1940,-12899,-14655,-1660,506
343000,Columbia College,Columbia,SC,www.columbiasc.edu/,0.7905,1033,27000,8566,0.5108,12,0.5067,0.4729,7279,2222,4584,8038,-4767,2189,7523
157000,Southern Polytechnic State University,Marietta,GA,www.spsu.edu/,0.7906,1134,25125,5988,0.7235,13,0.5477,0.352,7284,-5432,11548,-1065,-2881,5126,3382
379802,University of Washington-Bothell Campus,Bothell,WA,www.uwb.edu,0.7915,1009,15797,5335,0.6051,21,0.4322,0.6741,7331,4041,-7006,4003,-8193,5870,-17221
192600,Pittsburg State University,Pittsburg,KS,www.pittstate.edu,0.7919,1010,19557,6468,0.7731,32,0.8076,0.501,7352,3965,2965,-3188,9072,4579,-8916
224600,Cleary University,Howell,MI,www.cleary.edu,0.7929,990,25458,5103,0.05,22,0.8059,0.4545,7404,5481,5644,27760,8994,6134,4118
379700,University of Puget Sound,Tacoma,WA,www.pugetsound.edu,0.7929,1230,23500,18755,0.8537,12,0.7467,0.7604,7404,-12708,-11978,-6637,6271,-9420,-207
218300,Bridgewater State University,Bridgewater,MA,www.bridgew.edu,0.7931,991,24500,5945,1,21,0.7828,0.5915,7415,5405,-2248,-12899,7932,5175,2002
332913,Pennsylvania State University-Penn State Abington,Abington,PA,www.abington.psu.edu/,0.7934,951,27000,3557,0.5137,21,0.5039,0.4702,7430,8436,4739,7914,-4896,7896,7523
254400,Doane University-Arts & Sciences,Crete,NE,www.doane.edu,0.7935,1060,22158.5,10364,0.6905,32,0.8233,0.5911,7435,176,-2225,348,9794,140,-3170
134100,Westmont College,Santa Barbara,CA,www.westmont.edu,0.7936,1175,24954,14047,0.6009,22,0.6515,0.7788,7441,-8540,-13038,4182,1893,-4056,3004
398600,DeSales University,Center Valley,PA,www.desales.edu,0.7965,1033,26500,8954,0.3381,41,0.7637,0.7065,7592,2222,-8873,15430,7053,1747,6419
112500,California Baptist University,Riverside,CA,www.calbaptist.edu,0.7967,976,27000,8080,0.4975,11,0.4068,0.5538,7602,6542,-77,8608,-9362,2743,7523
332200,Kutztown University of Pennsylvania,Kutztown,PA,www2.kutztown.edu/,0.7967,960,26000,8776,0.9504,31,0.7866,0.553,7602,7754,-30,-10776,8106,1950,5315
398500,Oral Roberts University,Tulsa,OK,oru.edu,0.7976,1010,27000,8754,0.5985,11,0.4934,0.5344,7649,3965,1041,4285,-5379,1975,7523
3091300,Regent University,Virginia Beach,VA,www.regent.edu,0.7982,1066,25000,7864,0.9444,11,0.6124,0.5,7681,-279,3023,-10519,94,2989,3106
358800,University of Mary Hardin-Baylor,Belton,TX,www.umhb.edu,0.7991,1064,25851.5,8668,1,23,0.5742,0.4779,7728,-127,4296,-12899,-1663,2073,4987
197700,Murray State University,Murray,KY,www.murraystate.edu,0.7996,1064,20907.5,8075,0.7426,33,0.8192,0.52,7754,-127,1871,-1882,9606,2748,-5933
231400,Saginaw Valley State University,University Center,MI,www.svsu.edu,0.7996,1030,27000,6283,0.4016,41,0.7208,0.4044,7754,2449,8530,12712,5080,4790,7523
140900,University of Saint Joseph,West Hartford,CT,www.usj.edu,0.7997,969,27000,11708,0.9724,13,0.5366,0.5067,7759,7072,2637,-11717,-3392,-1391,7523
329800,Messiah College,Mechanicsburg,PA,www.messiah.edu,0.7998,1125,25989.5,10514,0.5491,21,0.8474,0.7969,7764,-4750,-14080,6399,10903,-31,5292
115600,Sonoma State University,Rohnert Park,CA,www.sonoma.edu,0.8002,984,17881,7664,0.4395,21,0.5105,0.5549,7785,5935,-140,11090,-4592,3217,-12618
258900,University of New Hampshire-Main Campus,Durham,NH,www.unh.edu,0.8002,1104,27000,10676,0.6357,23,0.8125,0.7613,7785,-3159,-12030,2693,9298,-215,7523
376400,Virginia State University,Petersburg,VA,www.vsu.edu,0.8006,837,28685.5,8139,0.6532,21,0.0268,0.4248,7806,17076,7355,1944,-26839,2675,11246
260700,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,www.fdu.edu,0.8011,944,26250,7993,0.3833,21,0.2556,0.4794,7832,8967,4209,13495,-16316,2842,5867
180000,Grace College and Theological Seminary,Winona Lake,IN,www.grace.edu,0.8012,1110,22375,6263,1,32,0.7537,0.6486,7837,-3614,-5537,-12899,6593,4813,-2692
222600,Western New England University,Springfield,MA,www.wne.edu,0.8015,1077,27000,9678,0.6612,12,0.7421,0.5946,7853,-1113,-2427,1602,6060,922,7523
831000,Auburn University at Montgomery,Montgomery,AL,www.aum.edu,0.8017,1009,21335,6837,0.9538,12,0.5328,0.2194,7863,4041,19187,-10921,-3567,4159,-4989
337902,University of Pittsburgh-Johnstown,Johnstown,PA,www.upj.pitt.edu,0.8018,1014,26813.5,6320,0.9133,23,0.8921,0.5068,7869,3662,2631,-9188,12959,4748,7112
293300,High Point University,High Point,NC,www.highpoint.edu,0.8019,1096,23250,9376,1,12,0.8146,0.6318,7874,-2553,-4570,-12899,9394,1266,-759
268100,Canisius College,Buffalo,NY,WWW.Canisius.edu,0.8023,1085,25000,9078,0.4784,11,0.7445,0.6791,7895,-1719,-7294,9425,6170,1606,3106
181700,Indiana University-Southeast,New Albany,IN,https://ius.edu/,0.8032,959,22500,6754,0.9955,21,0.861,0.3155,7942,7830,13651,-12706,11528,4253,-2416
392000,University of Wisconsin-Oshkosh,Oshkosh,WI,www.uwosh.edu,0.8034,1030,23982,7368,0.7029,13,0.8731,0.5434,7952,2449,523,-183,12085,3554,858
226800,Grand Valley State University,Allendale,MI,www.gvsu.edu,0.8043,1089,25500,8086,0.6458,21,0.8325,0.6494,7999,-2022,-5584,2261,10217,2736,4210
321200,Pacific University,Forest Grove,OR,www.pacificu.edu,0.8045,1090,26604,12254,0.7005,21,0.5255,0.5942,8009,-2098,-2404,-80,-3902,-2013,6649
135000,Colorado State University-Fort Collins,Fort Collins,CO,www.colostate.edu,0.8048,1128,21000,10857,0.6797,12,0.7467,0.6525,8025,-4978,-5762,810,6271,-421,-5729
313500,Walsh University,North Canton,OH,www.walsh.edu,0.8068,1043,28000,7468,1,21,0.7687,0.5484,8130,1464,235,-12899,7283,3440,9732
260701,Fairleigh Dickinson University-College at Florham,Madison,NJ,www.fdu.edu,0.8075,1031,26250,11908,0.3312,21,0.5905,0.5571,8166,2373,-267,15725,-913,-1619,5867
2075800,Southern California Institute of Architecture,Los Angeles,CA,www.sciarc.edu,0.8079,1151,39500,12626,0.3562,11,0.2129,0.7241,8187,-6721,-9887,14655,-18280,-2437,35133
283200,St. Thomas Aquinas College,Sparkill,NY,www.stac.edu,0.8082,958,23250,7969,0.3675,21,0.5527,0.5739,8203,7906,-1234,14171,-2651,2869,-759
383800,Carroll University,Waukesha,WI,www.carrollu.edu,0.8084,1090,27000,6015,0.3757,13,0.8596,0.6107,8213,-2098,-3354,13821,11464,5095,7523
139700,University of New Haven,West Haven,CT,www.newhaven.edu,0.8086,1063,27000,8446,0.4187,21,0.5927,0.496,8223,-52,3253,11980,-812,2326,7523
318000,Southwestern Christian University,Bethany,OK,www.swcu.edu,0.8088,981,25000,3752,0.382,21,0.4496,0.359,8234,6163,11145,13551,-7393,7674,3106
119600,Dominican University of California,San Rafael,CA,www.dominican.edu,0.8092,1047,27000,14391,0.3198,13,0.3287,0.618,8255,1161,-3775,16213,-12954,-4448,7523
189200,University of Iowa,Iowa City,IA,www.uiowa.edu,0.8095,1164,21612,14593,0.8637,13,0.6823,0.7004,8270,-7706,-8521,-7065,3309,-4678,-4377
342100,Bob Jones University,Greenville,SC,www.bju.edu,0.8101,1052,19000,6692,0.7427,13,0.7697,0.7082,8302,782,-8971,-1887,7329,4324,-10146
373400,Randolph College,Lynchburg,VA,www.randolphcollege.edu,0.8101,1086,27000,14248,1,13,0.6733,0.4097,8302,-1795,8224,-12899,2895,-4285,7523
332904,Pennsylvania State University-Penn State Beaver,Monaca,PA,www.beaver.psu.edu/,0.8107,954,27000,5448,0.5714,21,0.7504,0.4096,8333,8209,8230,5445,6441,5741,7523
163400,Aurora University,Aurora,IL,aurora.edu,0.811,1010,21677.5,4736,0.2733,21,0.5705,0.5756,8349,3965,-1332,18203,-1833,6552,-4232
244000,University of Mississippi,University,MS,www.olemiss.edu,0.8122,1098,20500,14232,0.7845,33,0.7735,0.6136,8411,-2704,-3521,-3675,7504,-4267,-6833
332912,Pennsylvania State University-Penn State New Kensington,New Kensington,PA,nk.psu.edu/,0.8123,974,27000,6137,0.5909,41,0.8868,0.4787,8417,6693,4250,4610,12715,4956,7523
322700,Willamette University,Salem,OR,www.willamette.edu,0.8131,1209,23500,13307,0.8327,12,0.6167,0.7718,8458,-11116,-12634,-5738,292,-3213,-207
318400,University of Oklahoma-Norman Campus,Norman,OK,www.ou.edu,0.8133,1189,19500,12188,0.8207,22,0.626,0.6744,8469,-9601,-7024,-5225,720,-1938,-9042
367500,University of Utah,Salt Lake City,UT,www.utah.edu,0.8142,1131,15000,12899,0.8191,12,0.7051,0.6221,8516,-5205,-4011,-5156,4358,-2748,-18981
332000,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,www4.esu.edu/,0.8146,954,24250,7383,0.7872,13,0.6462,0.5555,8537,8209,-174,-3791,1649,3537,1449
175800,Southern Illinois University-Carbondale,Carbondale,IL,www.siu.edu,0.8153,1055,22250,15675,0.8508,13,0.633,0.4433,8573,555,6289,-6513,1042,-5911,-2968
389200,Saint Norbert College,De Pere,WI,www.snc.edu,0.8171,1125,27000,8114,0.7405,22,0.9001,0.7006,8667,-4750,-8533,-1792,13327,2704,7523
392600,University of Wisconsin-Whitewater,Whitewater,WI,www.uww.edu,0.8179,1050,25000,6055,0.8019,32,0.8394,0.5769,8709,933,-1407,-4420,10535,5050,3106
290300,Yeshiva University,New York,NY,www.yu.edu,0.818,1221,19000,33568,0.591,11,0.9364,0.8547,8714,-12026,-17410,4606,14996,-26297,-10146
111700,Azusa Pacific University,Azusa,CA,www.apu.edu,0.8183,1037,22500,10128,0.386,21,0.4714,0.6716,8730,1919,-6862,13380,-6391,409,-2416
372800,Old Dominion University,Norfolk,VA,www.odu.edu,0.8189,1007,23178.5,8498,0.9592,12,0.5004,0.5158,8761,4192,2112,-11152,-5057,2266,-917
259900,Centenary College,Hackettstown,NJ,www.centenarycollege.edu,0.8191,926,25437.5,5579,1,21,0.5633,0.6129,8771,10331,-3481,-12899,-2164,5592,4072
105500,University of Alabama in Huntsville,Huntsville,AL,www.uah.edu,0.8203,1219,24097,10211,0.6221,12,0.6988,0.4614,8834,-11874,5246,3275,4068,315,1112
332920,Pennsylvania State University-Penn State Harrisburg,Middletown,PA,hbg.psu.edu/,0.8208,1024,27000,5788,0.6469,21,0.5939,0.6734,8860,2904,-6966,2214,-756,5354,7523
380000,Washington State University,Pullman,WA,wsu.edu/,0.8208,1030,20500,9952,0.7776,32,0.6499,0.6724,8860,2449,-6908,-3380,1819,610,-6833
357500,Howard Payne University,Brownwood,TX,www.hputx.edu,0.8212,976,25125,7529,1,33,0.6297,0.4474,8881,6542,6053,-12899,890,3370,3382
234100,College of Saint Benedict,Saint Joseph,MN,www.csbsju.edu,0.8218,1179,26000,11311,0.8644,22,0.8109,0.8131,8912,-8843,-15014,-7095,9224,-939,5315
237700,Saint Cloud State University,Saint Cloud,MN,www.stcloudstate.edu,0.8219,1010,23185,7329,0.6418,13,0.7464,0.4476,8918,3965,6041,2432,6257,3598,-903
271800,Elmira College,Elmira,NY,www.elmira.edu,0.8221,1073,27000,8318,0.4294,13,0.67,0.5804,8928,-810,-1609,11522,2744,2471,7523
135800,Colorado Mesa University,Grand Junction,CO,www.coloradomesa.edu,0.8227,970,22000,5710,0.4945,13,0.7177,0.3313,8959,6996,12741,8736,4937,5443,-3520
184200,Valparaiso University,Valparaiso,IN,www.valpo.edu,0.8236,1155,27000,10528,0.6987,21,0.7333,0.6718,9006,-7024,-6874,-3,5655,-47,7523
354100,Angelo State University,San Angelo,TX,www.angelo.edu,0.8244,976,21319.5,7413,0.7571,13,0.5225,0.2975,9048,6542,14688,-2503,-4040,3503,-5023
180700,Indiana State University,Terre Haute,IN,www.indstate.edu,0.8254,913,23713,7289,0.7361,13,0.6637,0.3991,9100,11316,8835,-1604,2454,3644,263
205300,University of Maine,Orono,ME,www.umaine.edu/,0.8257,1078,26150,10098,0.656,23,0.8176,0.5966,9116,-1188,-2542,1824,9532,443,5646
373700,Shenandoah University,Winchester,VA,www.su.edu,0.8259,994,25000,9066,0.5734,13,0.6512,0.5464,9126,5177,350,5359,1879,1619,3106
640400,Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,www.methodistcollege.edu,0.8261,1090,24688,9321,0.8485,11,0.8598,0.6607,9137,-2098,-6235,-6415,11473,1329,2417
198700,Transylvania University,Lexington,KY,www.transy.edu,0.8262,1230,27000,9988,0.8571,11,0.8028,0.7048,9142,-12708,-8775,-6783,8851,569,7523
720600,University of Puerto Rico-Cayey,Cayey,PR,www.cayey.upr.edu,0.8262,1147,4500,6168,1,21,0,0.4293,9142,-6418,7095,-12899,-28072,4921,-42173
222500,Wentworth Institute of Technology,Boston,MA,WWW.WIT.EDU,0.8264,1116,27000,9040,1,11,0.607,0.6371,9152,-4068,-4875,-12899,-154,1649,7523
2358000,Thomas Aquinas College,Santa Paula,CA,www.thomasaquinas.edu,0.827,1261,16500,11783,1,42,0.7063,0.7191,9184,-15057,-9599,-12899,4413,-1476,-15668
347900,Belmont University,Nashville,TN,www.belmont.edu,0.8272,1176,22707,9317,0.4939,11,0.8049,0.6972,9194,-8615,-8337,8762,8948,1333,-1959
299700,North Dakota State University-Main Campus,Fargo,ND,https://www.ndsu.edu,0.8274,1092,24000,8329,0.978,12,0.8703,0.5608,9205,-2249,-480,-11957,11956,2459,897
109900,Hendrix College,Conway,AR,www.hendrix.edu,0.8282,1244,25500,11426,1,13,0.7753,0.7256,9246,-13769,-9973,-12899,7587,-1070,4210
346600,Northern State University,Aberdeen,SD,www.northern.edu,0.8289,1025,24847,6889,0.9043,33,0.8435,0.4422,9283,2828,6352,-8803,10723,4100,2768
305000,John Carroll University,University Heights,OH,sites.jcu.edu/,0.8291,1116,27000,9268,0.9951,21,0.8534,0.7148,9293,-4068,-9351,-12689,11179,1389,7523
179500,University of Evansville,Evansville,IN,www.evansville.edu/,0.8295,1144,26450,10614,0.6289,12,0.7568,0.6445,9314,-6190,-5301,2984,6736,-144,6309
383700,Cardinal Stritch University,Milwaukee,WI,www.stritch.edu,0.8298,1003,27000,4521,0.2588,21,0.5647,0.4651,9330,4495,5033,18824,-2099,6797,7523
275100,LIU Post,Brookville,NY,liu.edu/CWPost,0.8302,950,25499,10578,0.4072,21,0.4701,0.4067,9351,8512,8397,12472,-6450,-103,4208
332600,Shippensburg University of Pennsylvania,Shippensburg,PA,www.ship.edu/,0.8313,981,25000,8947,0.7182,31,0.7922,0.5495,9408,6163,171,-838,8364,1755,3106
102000,Jacksonville State University,Jacksonville,AL,www.jsu.edu/,0.8326,1041,23000,7283,0.6852,13,0.6834,0.3009,9476,1616,14492,574,3360,3651,-1311
314500,Youngstown State University,Youngstown,OH,www.ysu.edu,0.833,985,27000,7275,0.9977,13,0.7627,0.3294,9497,5859,12850,-12800,7007,3660,7523
183600,Saint Mary's College,Notre Dame,IN,www.saintmarys.edu,0.8334,1144,27000,14546,0.6763,21,0.7825,0.8088,9518,-6190,-14766,955,7918,-4624,7523
105700,University of South Alabama,Mobile,AL,www.southalabama.edu,0.8335,1048,24711,10870,0.6305,12,0.6149,0.3824,9523,1085,9797,2915,209,-436,2468
332918,Pennsylvania State University-Penn State York,York,PA,www.yk.psu.edu/,0.8335,1021,27000,5599,0.5146,22,0.6593,0.4727,9523,3131,4595,7876,2251,5569,7523
195400,Bellarmine University,Louisville,KY,www.bellarmine.edu,0.834,1120,25000,8774,0.4337,21,0.8447,0.6755,9549,-4371,-7087,11338,10779,1952,3106
378800,Seattle Pacific University,Seattle,WA,www.spu.edu,0.834,1140,25000,10181,0.5536,11,0.6277,0.7514,9549,-5887,-11459,6207,798,349,3106
349000,Fisk University,Nashville,TN,www.fisk.edu,0.8345,946,27000,8400,0.6186,11,0.0069,0.4019,9575,8815,8674,3425,-27754,2378,7523
100900,Auburn University,Auburn,AL,www.auburn.edu,0.8347,1215,21831,11704,0.8816,13,0.8507,0.7086,9586,-11571,-8994,-7831,11054,-1386,-3893
339100,Waynesburg University,Waynesburg,PA,www.waynesburg.edu,0.8356,1008,27000,8616,0.2967,32,0.9107,0.5851,9632,4116,-1880,17202,13814,2132,7523
363900,Texas A & M University-Kingsville,Kingsville,TX,WWW.TAMUK.EDU,0.8357,922,20000,6289,0.6372,32,0.1986,0.3541,9638,10634,11427,2629,-18937,4783,-7938
1116300,The University of Texas at Tyler,Tyler,TX,www.uttyler.edu/,0.8358,1051,18345,8851,0.786,13,0.5948,0.4486,9643,858,5984,-3740,-715,1864,-11593
332908,Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,www.fe.psu.edu/,0.8359,914,27000,5388,0.6282,41,0.8814,0.4706,9648,11240,4716,3014,12466,5810,7523
391700,University of Wisconsin-Eau Claire,Eau Claire,WI,www.uwec.edu,0.8369,1110,23304,7221,0.8314,13,0.8903,0.6823,9700,-3614,-7479,-5683,12876,3721,-640
202400,Southeastern Louisiana University,Hammond,LA,www.southeastern.edu,0.8373,1030,21313,5717,0.82,13,0.6688,0.3724,9721,2449,10373,-5195,2688,5435,-5038
332917,Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,wb.psu.edu/,0.838,964,27000,5338,0.6667,41,0.8682,0.4888,9758,7451,3668,1366,11859,5867,7523
253200,Montana State University,Bozeman,MT,www.montana.edu/,0.8385,1128,24854,7321,0.6271,33,0.8506,0.4964,9784,-4978,3230,3061,11050,3607,2784
256800,University of Nevada-Reno,Reno,NV,www.unr.edu/,0.8388,1081,18733,15140,0.9514,12,0.624,0.5478,9799,-1416,269,-10819,628,-5301,-10736
221800,Suffolk University,Boston,MA,www.suffolk.edu,0.8391,1049,27000,9476,0.4705,11,0.3917,0.5453,9815,1009,413,9763,-10056,1152,7523
205400,University of Southern Maine,Portland,ME,www.usm.maine.edu,0.8395,998,22913,9665,0.4668,13,0.8148,0.3239,9836,4874,13167,9922,9403,937,-1504
372400,Marymount University,Arlington,VA,www.marymount.edu,0.8396,1001,25000,8835,0.4134,12,0.4187,0.5124,9841,4647,2308,12207,-8814,1882,3106
216500,MCPHS University,Boston,MA,www.mcphs.edu,0.8401,1074,27000,9636,0.9898,11,0.4194,0.7105,9867,-885,-9103,-12462,-8782,970,7523
158200,Morehouse College,Atlanta,GA,www.morehouse.edu,0.8403,1004,27000,11327,0.761,11,5E-04,0.5286,9878,4420,1375,-2670,-28049,-957,7523
233000,Western Michigan University,Kalamazoo,MI,www.wmich.edu,0.8406,1030,26587,10047,0.6256,13,0.732,0.5401,9893,2449,713,3125,5595,502,6611
255100,University of Nebraska at Kearney,Kearney,NE,www.unk.edu,0.8411,1049,20700,7658,0.7522,32,0.7935,0.5643,9920,1009,-681,-2293,8424,3223,-6391
137000,University of Colorado Boulder,Boulder,CO,www.colorado.edu,0.8416,1207,19500,14987,0.6936,13,0.7225,0.6982,9946,-10965,-8395,215,5158,-5127,-9042
261000,Felician University,Lodi,NJ,www.felician.edu,0.8416,870,25000,8792,0.4869,21,0.3481,0.3551,9946,14575,11370,9061,-12061,1931,3106
361200,University of Houston-Downtown,Houston,TX,www.uhd.edu,0.8417,894,19003,4396,0.5258,11,0.1726,0.1917,9951,12756,20782,7396,-20133,6940,-10140
236700,Minnesota State University Moorhead,Moorhead,MN,www.mnstate.edu,0.8419,1049,22250,7267,0.6179,22,0.7773,0.4193,9961,1009,7671,3455,7679,3669,-2968
346300,Dakota State University,Madison,SD,dsu.edu,0.842,1026,24750,8374,0.679,32,0.8418,0.407,9966,2752,8380,840,10645,2408,2554
303200,Cleveland State University,Cleveland,OH,www.csuohio.edu/,0.8421,1014,22656,8111,0.4812,11,0.6322,0.393,9972,3662,9186,9305,1005,2707,-2071
257500,Franklin Pierce University,Rindge,NH,www.franklinpierce.edu,0.843,949,27000,8643,0.2965,41,0.7579,0.4557,10019,8588,5575,17210,6786,2101,7523
108100,Arizona State University-Tempe,Tempe,AZ,www.asu.edu/,0.8433,1145,20229,9671,0.8611,12,0.5457,0.6343,10034,-6266,-4714,-6954,-2973,930,-7432
305100,Kent State University at Kent,Kent,OH,www.kent.edu,0.8438,1050,25997,7718,0.8552,21,0.7504,0.5505,10060,933,114,-6701,6441,3155,5308
197600,Morehead State University,Morehead,KY,www.moreheadstate.edu,0.8443,1029,25000,7086,0.7906,33,0.9027,0.4273,10087,2525,7211,-3937,13446,3875,3106
114200,California State University-San Bernardino,San Bernardino,CA,www.csusb.edu,0.8445,884,17500,6809,0.5006,12,0.1588,0.4796,10097,13514,4198,8475,-20768,4191,-13459
379801,University of Washington-Tacoma Campus,Tacoma,WA,www.tacoma.uw.edu/,0.8452,979,15797,5539,0.7209,12,0.4488,0.55,10133,6314,142,-953,-7430,5638,-17221
344600,South Carolina State University,Orangeburg,SC,www.scsu.edu,0.8454,810,34500,9363,1,32,0.0236,0.3824,10144,19122,9797,-12899,-26986,1281,24089
380200,Western Washington University,Bellingham,WA,www.wwu.edu,0.8457,1110,19500,8911,0.6543,13,0.7424,0.715,10160,-3614,-9362,1897,6073,1796,-9042
1116100,Texas A & M University-Corpus Christi,Corpus Christi,TX,www.tamucc.edu,0.8462,970,23000,6456,0.6743,11,0.383,0.3801,10186,6996,9929,1041,-10456,4593,-1311
155900,Clark Atlanta University,Atlanta,GA,www.cau.edu,0.8467,860,31000,8160,0.6064,11,4E-04,0.4115,10212,15332,8121,3947,-28053,2651,16358
332921,Pennsylvania State University-Penn State Brandywine,Media,PA,www.brandywine.psu.edu/,0.8477,968,27000,4357,0.5,21,0.6462,0.4304,10264,7148,7032,8501,1649,6984,7523
250100,Southeast Missouri State University,Cape Girardeau,MO,www.semo.edu,0.8478,1050,22105,6658,1,13,0.7839,0.512,10269,933,2331,-12899,7982,4363,-3288
146800,St Thomas University,Miami Gardens,FL,www.stu.edu,0.849,919,22452,7797,1,21,0.0924,0.327,10332,10861,12988,-12899,-23822,3065,-2522
279100,Pace University-New York,New York,NY,www.pace.edu,0.8499,1054,25000,10470,1,11,0.501,0.5489,10379,630,206,-12899,-5029,20,3106
250300,Missouri State University-Springfield,Springfield,MO,www.missouristate.edu,0.8503,1090,22313,6932,0.6675,12,0.8114,0.5474,10400,-2098,292,1332,9247,4051,-2829
332902,Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,www.lv.psu.edu/,0.8512,1003,27000,4578,0.5301,21,0.6516,0.5399,10447,4495,724,7212,1897,6733,7523
365100,University of Dallas,Irving,TX,www.udallas.edu,0.8513,1211,23250,8643,0.5931,12,0.6556,0.7038,10452,-11268,-8717,4516,2081,2101,-759
318100,Southwestern Oklahoma State University,Weatherford,OK,www.swosu.edu,0.8526,1010,16675,8087,1,33,0.6724,0.3359,10520,3965,12476,-12899,2854,2735,-15282
355700,Concordia University-Texas,Austin,TX,www.concordia.edu,0.8529,1021,25680.5,6097,0.9726,11,0.4767,0.3231,10535,3131,13213,-11726,-6147,5002,4609
364600,Texas Woman's University,Denton,TX,www.twu.edu,0.8531,953,20000,6844,0.9726,12,0.4054,0.4394,10546,8285,6514,-11726,-9426,4151,-7938
188700,Simpson College,Indianola,IA,www.simpson.edu,0.8545,1125,27000,8297,0.5263,31,0.8796,0.7254,10619,-4750,-9962,7375,12384,2495,7523
160500,Chaminade University of Honolulu,Honolulu,HI,www.chaminade.edu,0.8562,958,22000,8320,1,11,0.1706,0.4873,10708,7906,3754,-12899,-20225,2469,-3520
194600,Tabor College,Hillsboro,KS,tabor.edu/,0.8568,1037,21500,5332,1,33,0.678,0.4823,10739,1919,4042,-12899,3112,5873,-4624
205000,University of New England,Biddeford,ME,www.une.edu/,0.8568,1073,27000,10350,0.5551,22,0.7406,0.5661,10739,-810,-785,6142,5991,156,7523
105200,University of Alabama at Birmingham,Birmingham,AL,www.uab.edu,0.8569,1107,21941.5,17920,0.9072,12,0.5922,0.5554,10744,-3386,-169,-8927,-835,-8468,-3649
382700,West Virginia University,Morgantown,WV,www.wvu.edu/,0.8579,1069,23969,11703,0.7643,13,0.814,0.5725,10796,-506,-1154,-2811,9367,-1385,829
251700,Missouri University of Science and Technology,Rolla,MO,www.mst.edu/,0.8585,1283,25000,13337,0.7688,33,0.7773,0.6332,10828,-16724,-4650,-3004,7679,-3247,3106
332909,Pennsylvania State University-Penn State Hazleton,Hazleton,PA,hazleton.psu.edu/,0.8598,946,27000,5676,0.7105,23,0.589,0.5379,10895,8815,839,-508,-982,5482,7523
300500,University of North Dakota,Grand Forks,ND,und.edu,0.86,1090,24000,15698,0.9432,13,0.8151,0.5549,10906,-2098,-140,-10468,9417,-5937,897
501500,University of Wisconsin-Parkside,Kenosha,WI,https://www.uwp.edu,0.8602,990,22899,6246,0.7348,22,0.6944,0.3061,10916,5481,14192,-1548,3866,4832,-1534
2070500,Concordia University-Irvine,Irvine,CA,www.cui.edu,0.8608,1038,22589,5536,0.3537,12,0.4628,0.5583,10948,1843,-336,14762,-6786,5641,-2219
330100,Moravian College,Bethlehem,PA,www.moravian.edu,0.862,1022,27000,11700,1,13,0.757,0.6925,11010,3055,-8066,-12899,6745,-1382,7523
