OPEID,INSTNM,CITY,STABBR,INSTURL,ADM_RATE,SAT_AVG,GRAD_DEBT_MDN,INEXPFTE,PFTFAC,LOCALE,UGDS_WHITE,C150_4,adm_rank,sat_avg_rank,grad_debt_rank,ugrad_white_rank,inexpfte_rank,pftfac_rank,c150_rank
297500,University of North Carolina at Charlotte,Charlotte,NC,www.uncc.edu,0.6409,1079,23187,9126,0.724,11,0.6048,0.5453,547,461,480,480,511,593,615
368400,Champlain College,Burlington,VT,www.champlain.edu,0.6417,1150,27000,8502,0.9773,13,0.7207,0.5712,548,247,1151,782,614,232,544
319300,Eastern Oregon University,La Grande,OR,www.eou.edu,0.6418,948,22466,7027,0.9355,33,0.7611,0.3387,549,1055,406,906,869,298,1117
294200,Livingstone College,Salisbury,NC,www.livingstone.edu,0.6425,720,41000,4591,0.9359,22,0.0031,0.238,550,1250,1250,8,1196,296,1220
251800,University of Missouri-Kansas City,Kansas City,MO,www.umkc.edu/,0.6426,1129,20605,15441,0.6056,11,0.5735,0.5221,551,292,270,409,127,814,686
234600,Concordia College at Moorhead,Moorhead,MN,www.concordiacollege.edu,0.6428,1166,27000,10948,0.8889,22,0.8397,0.7242,552,215,1151,1148,326,342,197
164100,Bradley University,Peoria,IL,www.bradley.edu,0.643,1162,27000,14726,0.5891,12,0.7014,0.7383,553,228,1151,736,148,852,185
2136600,Wisconsin Lutheran College,Milwaukee,WI,wlc.edu,0.6432,1079,25000,8970,0.9359,11,0.834,0.6143,554,461,731,1128,537,296,440
299000,University of Jamestown,Jamestown,ND,www.uj.edu,0.6436,1178,27000,7858,1,33,0.8002,0.4869,555,200,1151,1031,733,190,773
236500,Minneapolis College of Art and Design,Minneapolis,MN,MCAD.EDU,0.6441,1088,26875,12923,1,11,0.576,0.6408,556,429,907,416,219,190,374
180100,Hanover College,Hanover,IN,www.hanover.edu,0.6447,1101,27000,11611,0.9608,32,0.8169,0.686,557,388,1151,1083,291,262,269
167800,Eureka College,Eureka,IL,www.eureka.edu,0.6448,1053,25375,6400,0.5946,31,0.839,0.5294,558,561,751,1145,993,839,664
246300,Evangel University,Springfield,MO,www.evangel.edu,0.6453,1055,22062,6895,0.592,12,0.7679,0.4793,559,550,383,927,890,843,803
306900,Lourdes University,Sylvania,OH,www.lourdes.edu,0.6455,950,30500,9102,0.3939,21,0.7108,0.2946,560,1046,1209,763,514,1099,1183
304100,Defiance College,Defiance,OH,www.defiance.edu,0.6469,975,27000,6875,0.4433,32,0.7715,0.4862,561,947,1151,939,896,1054,776
934500,Stockton University,Galloway,NJ,www.stockton.edu,0.6475,1078,21500,8487,0.5237,22,0.7307,0.669,562,464,350,812,619,938,307
3724300,DigiPen Institute of Technology,Redmond,WA,www.digipen.edu,0.6488,1211,31000,9059,0.4949,13,0.4174,0.5369,563,156,1218,202,520,984,639
331300,Widener University-Main Campus,Chester,PA,www.widener.edu,0.6501,1023,28000,13704,0.4187,21,0.7061,0.532,564,733,1181,752,187,1080,651
200800,Louisiana Tech University,Ruston,LA,www.latech.edu,0.6503,1104,20500,6006,0.8294,32,0.705,0.5236,565,379,268,745,1058,436,683
162400,Northwest Nazarene University,Nampa,ID,www.nnu.edu,0.6507,1052,25500,8351,0.9925,22,0.76,0.5183,566,564,773,902,661,199,694
223900,Aquinas College,Grand Rapids,MI,www.aquinas.edu,0.6509,1090,25000,6096,0.3975,12,0.8449,0.5241,567,419,731,1165,1040,1097,681
163900,Blackburn College,Carlinville,IL,www.blackburn.edu,0.651,989,26000,7214,0.6,32,0.8201,0.386,568,904,849,1090,851,829,1034
136000,Metropolitan State University of Denver,Denver,CO,www.msudenver.edu/,0.6511,973,24620,5132,1,11,0.5972,0.2414,569,952,620,463,1163,190,1219
383200,Alverno College,Milwaukee,WI,www.alverno.edu,0.6519,930,32606.5,7920,0.4015,11,0.5269,0.3571,570,1109,1228,327,722,1093,1090
344800,University of South Carolina-Columbia,Columbia,SC,www.sc.edu/,0.652,1217,23000,10729,0.7023,12,0.7725,0.73,571,146,472,942,339,637,192
208300,Morgan State University,Baltimore,MD,www.morgan.edu,0.6525,874,31000,9454,0.8473,11,0.0204,0.321,572,1191,1218,30,481,413,1148
134500,Adams State University,Alamosa,CO,www.adams.edu,0.6529,955,16255,8399,0.479,33,0.5071,0.2125,573,1027,91,299,643,1006,1226
144300,Gallaudet University,Washington,DC,www.gallaudet.edu,0.6532,849,17750,35595,1,11,0.5614,0.4581,574,1219,132,388,21,190,863
359400,University of North Texas,Denton,TX,www.unt.edu,0.6538,1096,20000,8373,1,12,0.488,0.502,575,400,235,278,652,190,736
303000,Ohio Christian University,Circleville,OH,www.ohiochristian.edu,0.654,930,26736,4315,1,32,0.5487,0.3185,576,1109,895,354,1215,190,1154
337903,University of Pittsburgh-Bradford,Bradford,PA,www.upb.pitt.edu/,0.6542,985,26813.5,8486,0.75,33,0.7278,0.5214,577,916,903,800,620,550,687
340700,Rhode Island College,Providence,RI,www.ric.edu,0.6545,918,21500,7544,1,21,0.6315,0.426,578,1131,350,545,786,190,956
344900,University of South Carolina-Aiken,Aiken,SC,web.usca.edu,0.6546,970,26250,6588,0.6188,21,0.5911,0.3864,579,973,869,449,958,791,1033
313400,Ursuline College,Pepper Pike,OH,www.ursuline.edu,0.6551,1014,28000,11842,0.3553,21,0.647,0.4364,580,765,1181,580,272,1134,928
200300,Centenary College of Louisiana,Shreveport,LA,www.centenary.edu,0.6567,1109,25000,13193,0.5566,12,0.6807,0.5203,582,356,731,679,209,896,688
376500,Norfolk State University,Norfolk,VA,www.nsu.edu,0.6567,866,31000,7830,1,12,0.0507,0.3263,582,1202,1218,54,738,190,1138
372100,James Madison University,Harrisonburg,VA,www.jmu.edu/,0.6573,1153,20500,8505,0.7621,13,0.7753,0.8243,583,240,268,948,612,532,91
919200,Sierra Nevada College,Incline Village,NV,www.sierranevada.edu,0.6574,1010,23000,6701,0.2653,32,0.7299,0.4587,585,795,472,808,932,1194,861
369200,Norwich University,Northfield,VT,www.norwich.edu,0.6574,1053,27000,7955,0.4877,32,0.7833,0.5766,585,561,1151,978,719,997,534
141704,University of Connecticut-Tri-Campus,Waterbury,CT,uconn.edu/,0.6583,1004,21500,4571,0.9697,22,0.5409,0.5246,586,831,350,343,1199,247,678
307700,Miami University-Oxford,Oxford,OH,www.miamioh.edu,0.6584,1240,25000,10181,0.9699,31,0.7984,0.7899,587,123,731,1026,402,245,136
278800,Niagara University,Niagara University,NY,www.niagara.edu,0.6586,1040,25000,7464,1,21,0.7121,0.6409,589,636,731,766,800,190,373
281600,Siena College,Loudonville,NY,www.siena.edu,0.6586,1127,27000,10563,0.6696,21,0.8029,0.7985,589,300,1151,1040,358,688,126
2066200,The New School,New York,NY,www.newschool.edu/,0.659,1117,24384,13249,0.1948,11,0.3374,0.6021,590,326,603,149,205,1234,464
140200,Quinnipiac University,Hamden,CT,www.quinnipiac.edu,0.6591,1104,26000,14176,1,21,0.7678,0.7596,591,379,849,926,166,190,166
274800,Le Moyne College,Syracuse,NY,www.lemoyne.edu,0.6595,1071,26248.5,10173,0.4506,12,0.7933,0.7209,592,488,862,1010,404,1043,205
115400,San Francisco State University,San Francisco,CA,www.sfsu.edu,0.6597,990,17501,8331,0.504,11,0.2195,0.4974,594,901,129,101,666,970,747
332700,Slippery Rock University of Pennsylvania,Slippery Rock,PA,www.sru.edu,0.6597,999,25250,7365,0.853,32,0.8601,0.6745,594,855,747,1191,821,400,288
203200,Xavier University of Louisiana,New Orleans,LA,www.xula.edu,0.6599,1039,27000,8378,0.8945,11,0.0402,0.4373,595,639,1151,47,647,337,921
148100,Florida Atlantic University,Boca Raton,FL,www.fau.edu/,0.6603,1058,16836,6869,0.6664,13,0.4477,0.4595,596,534,106,232,898,699,859
229000,Michigan State University,East Lansing,MI,www.msu.edu,0.6609,1158,25458,14779,0.8744,13,0.6813,0.7886,597,234,756,680,146,364,138
364400,Texas Tech University,Lubbock,TX,www.ttu.edu,0.6613,1110,22500,7046,0.8597,12,0.6116,0.5908,598,351,427,497,865,389,496
234300,The College of Saint Scholastica,Duluth,MN,www.css.edu,0.6618,1106,21500,8096,0.4565,13,0.8354,0.6139,599,364,350,1132,702,1036,442
316300,Northwestern Oklahoma State University,Alva,OK,www.nwosu.edu,0.6623,930,14290,6769,1,33,0.6418,0.3438,600,1109,48,568,918,190,1110
196200,University of the Cumberlands,Williamsburg,KY,www.ucumberlands.edu,0.6628,1038,16382.5,4353,0.4771,33,0.7706,0.3556,601,646,93,935,1214,1009,1092
2270600,Life Pacific College,San Dimas,CA,www.lifepacific.edu,0.6633,903,21500,3228,0.1964,21,0.5365,0.4706,602,1156,350,339,1241,1233,827
252300,Westminster College,Fulton,MO,WWW.WESTMINSTER-MO.EDU,0.6634,1114,27000,6678,0.7379,32,0.6532,0.6639,603,336,1151,596,936,575,322
183300,Saint Josephs College,Rensselaer,IN,www.saintjoe.edu,0.6641,996,27000,6227,0.6304,32,0.8063,0.4561,604,868,1151,1052,1022,766,870
125100,Otis College of Art and Design,Los Angeles,CA,www.otis.edu,0.6648,1010,27000,14922,0.1327,11,0.2376,0.6311,606,795,1151,105,144,1245,398
180400,University of Indianapolis,Indianapolis,IN,uindy.edu,0.6648,1018,27000,8185,0.9887,11,0.669,0.5156,606,750,1151,646,692,206,703
381200,Fairmont State University,Fairmont,WV,www.fairmontstate.edu/,0.6651,965,22529.5,6375,0.9154,32,0.8602,0.3338,607,998,428,1192,995,318,1125
275800,Manhattan College,Riverdale,NY,www.manhattan.edu,0.6654,1097,26000,10328,0.4902,11,0.5621,0.7507,608,398,849,389,381,993,173
2141500,Savannah College of Art and Design,Savannah,GA,www.scad.edu,0.6655,1081,27000,10192,0.7881,12,0.5588,0.6504,609,454,1151,383,400,490,353
236000,Minnesota State University-Mankato,Mankato,MN,www.mnsu.edu,0.6658,1010,22997,6040,0.6381,13,0.7797,0.5036,610,795,455,964,1047,747,732
125300,Fresno Pacific University,Fresno,CA,www.fresno.edu,0.6662,1010,19972.5,6076,0.8537,11,0.3681,0.6327,611,795,222,170,1041,399,391
231800,Spring Arbor University,Spring Arbor,MI,www.arbor.edu,0.6664,1035,25000,7358,0.2397,23,0.7568,0.5395,612,662,731,893,822,1214,634
374900,George Mason University,Fairfax,VA,www.gmu.edu,0.6665,1152,20000,12466,0.5395,21,0.4494,0.6688,613,245,235,237,248,917,308
999200,Oak Hills Christian College,Bemidji,MN,www.oakhills.edu,0.6667,964,19125,8270,0.4167,33,0.879,0.2083,615,1001,182,1218,682,1082,1227
352500,Tennessee Wesleyan College,Athens,TN,www.twcnet.edu,0.6667,1002,18750,5304,1,32,0.8094,0.4343,615,837,157,1059,1151,190,933
386300,Marquette University,Milwaukee,WI,www.marquette.edu,0.6671,1220,27000,10161,0.5588,11,0.7367,0.7928,616,142,1151,829,405,893,133
158000,Mercer University,Macon,GA,www.mercer.edu,0.6672,1205,25000,10757,0.9788,12,0.4753,0.626,617,164,731,265,336,228,411
244100,University of Southern Mississippi,Hattiesburg,MS,www.usm.edu,0.6674,1029,25000,8219,0.7628,13,0.6135,0.4844,618,713,731,500,688,528,785
372000,Lynchburg College,Lynchburg,VA,www.lynchburg.edu,0.6675,998,27000,10266,1,13,0.7335,0.5599,619,858,1151,820,390,190,567
261700,Montclair State University,Montclair,NJ,www.montclair.edu,0.6683,975,23000,9110,0.3631,21,0.4565,0.638,620,947,472,251,513,1126,377
208600,Mount St Mary's University,Emmitsburg,MD,www.msmary.edu,0.6687,1048,25995,9008,1,31,0.711,0.6439,621,609,802,764,531,190,366
237500,Southwest Minnesota State University,Marshall,MN,www.smsu.edu,0.6694,990,22500,5745,0.5238,33,0.8241,0.432,622,901,427,1101,1082,937,937
398200,Cleveland Institute of Art,Cleveland,OH,www.cia.edu,0.6699,1048,29000,12963,0.4206,11,0.7005,0.6505,623,609,1197,734,218,1076,352
230700,Oakland University,Rochester Hills,MI,www.oakland.edu,0.67,1070,25000,7654,0.5169,21,0.7533,0.456,624,498,731,884,770,951,871
292900,Gardner-Webb University,Boiling Springs,NC,www.gardner-webb.edu,0.6712,1020,23988,5645,1,32,0.6894,0.5397,625,745,559,701,1101,190,633
332916,Pennsylvania State University-Penn State Shenango,Sharon,PA,shenango.psu.edu,0.6716,885,27000,6227,0.549,21,0.8226,0.3178,626,1184,1151,1098,1022,905,1158
4127100,University of California-Merced,Merced,CA,www.ucmerced.edu,0.6718,1031,19500,7748,0.8678,41,0.1412,0.6356,627,685,208,72,750,372,386
234200,St Catherine University,Saint Paul,MN,www.stkate.edu,0.6721,1032,28065,10127,0.5755,11,0.6523,0.5853,628,675,1182,594,408,870,511
181400,Indiana University-Kokomo,Kokomo,IN,www.iuk.edu,0.6726,934,19052,5500,0.5268,13,0.8407,0.2786,629,1096,181,1153,1125,931,1192
712100,Faith Baptist Bible College and Theological Seminary,Ankeny,IA,www.faith.edu,0.6733,1004,17500,6877,0.5143,21,0.9267,0.6374,630,831,128,1243,895,956,379
288500,Albany College of Pharmacy and Health Sciences,Albany,NY,www.acphs.edu,0.674,1165,26144,12450,0.7891,13,0.6375,0.7743,631,221,854,560,249,488,153
366500,West Texas A & M University,Canyon,TX,www.wtamu.edu,0.6742,970,21374,6645,0.7772,31,0.6159,0.4047,632,973,310,506,945,508,997
388400,Ripon College,Ripon,WI,www.ripon.edu,0.6745,1108,27000,9719,0.7416,32,0.8402,0.6773,633,358,1151,1150,451,565,285
162600,University of Idaho,Moscow,ID,www.uidaho.edu,0.6748,1057,24428,11119,0.7953,41,0.7725,0.5779,634,537,606,942,314,482,531
377800,Gonzaga University,Spokane,WA,www.gonzaga.edu,0.6751,1207,25500,9857,0.5997,12,0.7316,0.8315,635,161,773,815,436,830,87
316700,University of Science and Arts of Oklahoma,Chickasha,OK,www.usao.edu,0.6755,1039,22274,7758,0.6854,32,0.6355,0.4631,636,639,399,555,749,661,849
211400,American International College,Springfield,MA,www.aic.edu,0.6757,887,27000,6417,0.2005,12,0.4216,0.3774,637,1178,1151,210,989,1231,1050
167600,Elmhurst College,Elmhurst,IL,www.elmhurst.edu,0.6771,1089,22000,8231,0.4548,21,0.6971,0.7396,638,425,381,722,687,1038,183
316600,Oklahoma City University,Oklahoma City,OK,www.okcu.edu,0.6777,1165,23835,12219,0.6226,11,0.6007,0.5865,639,221,548,468,259,785,507
143100,University of Delaware,Newark,DE,www.udel.edu/,0.6783,1194,24195,17395,0.9606,21,0.7517,0.7898,640,174,587,879,100,263,137
220100,Pine Manor College,Chestnut Hill,MA,www.pmc.edu,0.6784,780,32125,10992,0.4211,21,0.0673,0.3533,641,1242,1225,59,322,1075,1095
101600,University of North Alabama,Florence,AL,www.una.edu,0.6788,1029,21500,7218,1,13,0.7123,0.3887,642,713,350,769,849,190,1028
184700,Buena Vista University,Storm Lake,IA,www.bvu.edu,0.6789,1047,23877.5,7185,0.181,33,0.8066,0.4579,643,613,552,1053,854,1238,864
282100,Saint John Fisher College,Rochester,NY,www.sjfc.edu,0.6791,1091,24980,9198,1,21,0.8373,0.7153,644,410,641,1138,504,190,216
233400,Augsburg College,Minneapolis,MN,www.augsburg.edu,0.6802,1074,27000,9081,0.4751,11,0.5846,0.6264,645,480,1151,435,515,1010,407
154600,Armstrong State University,Savannah,GA,www.armstrong.edu,0.6803,1006,21000,6105,1,12,0.582,0.3032,646,814,289,428,1038,190,1173
260800,Georgian Court University,Lakewood,NJ,georgian.edu/,0.6806,945,25700,6982,0.4378,13,0.565,0.4821,648,1066,783,399,876,1058,790
291300,Campbell University,Buies Creek,NC,www.campbell.edu,0.6806,1025,23992.5,11643,0.4724,31,0.5681,0.5056,648,728,560,405,288,1015,726
178800,Butler University,Indianapolis,IN,www.butler.edu,0.6846,1205,27000,13481,1,11,0.8283,0.7784,649,164,1151,1110,195,190,148
219300,Mount Ida College,Newton,MA,www.mountida.edu,0.6849,886,27000,8297,0.3913,13,0.5891,0.4083,650,1182,1151,441,675,1101,989
352800,Union University,Jackson,TN,www.uu.edu,0.6858,1170,25000,8745,0.499,13,0.703,0.6619,651,210,731,739,569,981,326
308900,Ohio Northern University,Ada,OH,www.onu.edu/,0.6859,1180,27000,12519,0.8067,31,0.842,0.6905,652,197,1151,1157,244,471,260
386800,Milwaukee School of Engineering,Milwaukee,WI,www.msoe.edu,0.6865,1243,27000,11075,0.5175,11,0.6883,0.5616,653,119,1151,698,316,949,563
214400,Dean College,Franklin,MA,www.dean.edu,0.6866,857,17184.5,7298,0.2562,21,0.4857,0.4316,654,1209,115,274,834,1203,942
195200,Asbury University,Wilmore,KY,www.asbury.edu,0.687,1135,25250,9212,0.5185,31,0.8052,0.6773,655,280,747,1049,501,946,285
332500,Millersville University of Pennsylvania,Millersville,PA,www.millersville.edu,0.6871,1012,25500,8254,0.6569,21,0.7673,0.6415,656,767,773,925,683,717,372
336600,Saint Francis University,Loretto,PA,www.francis.edu,0.6872,1033,27000,8103,1,31,0.8183,0.7209,657,671,1151,1087,699,190,205
2065300,Prescott College,Prescott,AZ,www.prescott.edu,0.6873,1073,24398.5,7738,0.8657,13,0.7004,0.3483,658,484,604,733,752,376,1104
280500,Roberts Wesleyan College,Rochester,NY,WWW.Roberts.edu,0.6875,1059,21946.5,10621,0.8729,21,0.7221,0.6293,659,532,372,788,350,365,400
271200,D'Youville College,Buffalo,NY,www.dyc.edu,0.6879,1035,25500,9847,0.6178,11,0.7433,0.4398,660,662,773,851,439,796,915
374700,The University of Virginia's College at Wise,Wise,VA,https://www.uvawise.edu/,0.6882,946,20844.5,8272,0.4785,32,0.7847,0.459,661,1064,278,984,680,1007,860
226600,Cornerstone University,Grand Rapids,MI,www.cornerstone.edu,0.6884,1051,23438,6235,0.9853,12,0.7866,0.4537,662,569,512,990,1020,212,880
189500,Waldorf College,Forest City,IA,www.waldorf.edu,0.6885,913,20760.5,3447,0.6774,33,0.6733,0.3305,663,1141,275,661,1237,673,1127
225900,Eastern Michigan University,Ypsilanti,MI,www.emich.edu,0.6887,1028,26000,8398,1,21,0.6595,0.3655,664,716,849,618,644,190,1070
185000,Central College,Pella,IA,www.central.edu,0.689,1101,27000,13075,0.8684,32,0.8972,0.6807,665,388,1151,1234,215,369,276
703200,MidAmerica Nazarene University,Olathe,KS,www.mnu.edu,0.6899,1010,17010,6311,0.9362,21,0.6104,0.5,666,795,113,494,1009,293,744
172500,Monmouth College,Monmouth,IL,www.monmouthcollege.edu,0.6906,1033,27436,10582,0.6894,32,0.6432,0.5561,668,671,1159,571,355,653,577
232300,University of Detroit Mercy,Detroit,MI,www.udmercy.edu,0.6906,1110,25000,13830,1,11,0.5622,0.5438,668,351,731,391,178,190,620
754400,Appalachian Bible College,Mount Hope,WV,www.abc.edu,0.6914,1007,9300,4059,1,41,0.9643,0.625,670,810,11,1249,1225,190,415
391100,Viterbo University,La Crosse,WI,www.viterbo.edu,0.6914,1089,27000,5846,0.4345,13,0.9004,0.4846,670,425,1151,1236,1071,1061,784
175300,School of the Art Institute of Chicago,Chicago,IL,www.saic.edu,0.6915,1065,25000,13923,0.2013,11,0.4039,0.5714,672,513,731,191,174,1230,543
178100,Wheaton College,Wheaton,IL,www.wheaton.edu,0.6915,1311,22500,13157,0.6782,21,0.7623,0.8931,672,78,427,908,210,672,53
159100,Shorter University,Rome,GA,www.shorter.edu,0.6922,951,29000,5685,0.7086,13,0.6253,0.4515,674,1038,1197,528,1094,625,884
179800,Franklin College,Franklin,IN,www.franklincollege.edu,0.6922,1031,27000,9207,0.7241,21,0.8376,0.6113,674,685,1151,1140,503,592,452
291000,Belmont Abbey College,Belmont,NC,www.belmontabbeycollege.edu,0.6923,1000,27000,4841,0.5489,22,0.4065,0.3811,675,850,1151,195,1182,906,1045
186000,Drake University,Des Moines,IA,www.drake.edu,0.6926,1239,24500,9898,0.6667,12,0.7903,0.778,676,126,617,1001,431,698,149
224300,Central Michigan University,Mount Pleasant,MI,www.cmich.edu,0.6927,1050,27000,8491,0.6602,32,0.7954,0.5554,677,594,1151,1016,618,712,581
214700,Emmanuel College,Boston,MA,www.emmanuel.edu,0.693,1093,27000,7602,0.4026,11,0.7194,0.6417,678,406,1151,780,779,1090,370
373600,Roanoke College,Salem,VA,www.roanoke.edu,0.6932,1087,27000,9685,0.7626,22,0.8263,0.6371,679,430,1151,1104,459,531,382
321600,Portland State University,Portland,OR,www.pdx.edu,0.6933,1030,23368.5,8454,0.581,11,0.6014,0.4205,680,703,507,471,628,863,964
306600,Lake Erie College,Painesville,OH,www.lec.edu,0.6936,966,27000,5388,1,21,0.7648,0.4859,681,991,1151,919,1139,190,777
266800,Alfred University,Alfred,NY,www.alfred.edu,0.6944,1064,27000,10968,0.8276,33,0.6911,0.5538,682,519,1151,707,323,437,586
307300,Marietta College,Marietta,OH,www.marietta.edu,0.6946,1105,27000,12859,1,31,0.7283,0.6312,683,375,1151,803,227,190,397
407200,Northwood University-Michigan,Midland,MI,www.northwood.edu,0.6947,1004,22750,5582,1,13,0.6635,0.5629,684,831,445,632,1111,190,559
158500,University of North Georgia,Dahlonega,GA,www.ung.edu,0.6948,1016,15000,4906,0.6748,31,0.7778,0.2513,685,757,61,959,1178,678,1213
337600,Thiel College,Greenville,PA,www.thiel.edu,0.6949,970,28000,7217,0.566,31,0.7834,0.3596,686,973,1181,979,850,885,1081
126200,Point Loma Nazarene University,San Diego,CA,www.pointloma.edu,0.6953,1135,25000,8862,1,11,0.6176,0.7342,688,280,731,514,555,190,188
190300,Baker University,Baldwin City,KS,www.bakeru.edu,0.6953,1059,25250,5319,0.1374,31,0.7107,0.5768,688,532,747,762,1150,1244,533
237100,University of Northwestern-St Paul,Saint Paul,MN,www.unwsp.edu,0.6954,1110,22250,7434,1,21,0.8416,0.6681,690,351,397,1155,808,190,309
335000,The University of the Arts,Philadelphia,PA,www.uarts.edu,0.6954,1006,27000,12486,1,11,0.6153,0.5956,690,814,1151,504,246,190,480
235400,Hamline University,Saint Paul,MN,www.hamline.edu,0.6959,1101,25500,7489,0.4948,11,0.7232,0.6459,691,388,773,793,795,985,363
265700,New Mexico State University-Main Campus,Las Cruces,NM,www.nmsu.edu/,0.696,984,18340,9196,0.7524,22,0.3084,0.4569,692,921,142,136,505,544,869
157300,Georgia Southwestern State University,Americus,GA,https://gsw.edu/,0.6964,970,21500,6156,0.7396,32,0.6277,0.3206,694,973,350,536,1030,569,1149
178000,Western Illinois University,Macomb,IL,www.wiu.edu,0.6964,970,24091,11581,0.8979,33,0.6308,0.5426,694,973,575,543,292,335,625
227500,Kalamazoo College,Kalamazoo,MI,www.kzoo.edu,0.6965,1239,25936,15391,0.8769,13,0.6171,0.8159,696,126,796,511,128,358,102
254800,Hastings College,Hastings,NE,www.hastings.edu,0.6965,1079,27000,8140,1,32,0.8326,0.5875,696,461,1151,1126,695,190,504
256500,University of Nebraska-Lincoln,Lincoln,NE,www.unl.edu/,0.6989,1146,21500,10896,0.9254,11,0.7784,0.6679,697,256,350,961,330,305,310
189300,Upper Iowa University,Fayette,IA,www.uiu.edu,0.6994,950,21250,3549,1,43,0.6612,0.383,698,1046,301,623,1235,190,1041
184400,Wabash College,Crawfordsville,IN,www.wabash.edu,0.6998,1128,25000,15009,0.9314,32,0.7465,0.7349,699,296,731,866,139,300,187
258901,University of New Hampshire at Manchester,Manchester,NH,manchester.unh.edu,0.7008,1010,27000,8302,0.2857,12,0.7493,0.4667,700,795,1151,871,672,1186,841
260300,Drew University,Madison,NJ,www.drew.edu,0.7017,1118,27000,12802,0.5985,21,0.545,0.6231,701,324,1151,347,230,832,420
262200,Kean University,Union,NJ,www.kean.edu,0.7036,907,24500,9932,0.263,21,0.3795,0.4848,702,1152,617,178,427,1195,781
4095300,The King’s College,New York,NY,www.tkc.edu,0.7039,1127,23250,12346,0.6,11,0.7324,0.5294,703,300,498,818,253,829,664
281700,St Bonaventure University,Saint Bonaventure,NY,www.sbu.edu,0.7043,1066,27000,8189,0.6652,33,0.6963,0.6803,704,508,1151,720,691,701,278
241000,Jackson State University,Jackson,MS,www.jsums.edu,0.7047,911,29500,7627,0.6906,12,0.0415,0.4318,705,1142,1201,48,774,651,939
110600,Williams Baptist College,Walnut Ridge,AR,www.wbcoll.edu,0.7049,983,19000,5047,0.9688,42,0.8504,0.4056,708,924,179,1174,1170,253,994
181300,Indiana University-Purdue University-Indianapolis,Indianapolis,IN,www.iupui.edu,0.7049,1010,24147.5,15469,0.6291,11,0.7186,0.4343,708,795,581,778,126,769,933
185200,Clarke University,Dubuque,IA,www.clarke.edu,0.7049,1029,26000,8648,0.5742,13,0.8692,0.741,708,713,849,1206,588,874,179
143600,Capitol Technology University,Laurel,MD,www.captechu.edu,0.705,1075,23000,6546,0.1899,21,0.4507,0.4103,709,475,472,240,967,1236,984
180500,Indiana Institute of Technology,Fort Wayne,IN,www.indianatech.edu,0.7057,965,27013.5,3392,1,11,0.4047,0.3118,711,998,1152,192,1239,190,1164
218800,Salem State University,Salem,MA,www.salemstate.edu,0.7057,984,25000,8666,0.9891,21,0.6843,0.4598,711,921,731,690,587,205,858
110200,Ouachita Baptist University,Arkadelphia,AR,www.obu.edu,0.7061,1112,23250,8934,1,32,0.8426,0.5817,712,339,498,1159,547,190,523
245800,Cottey College,Nevada,MO,www.cottey.edu,0.7063,1019,12000,20532,0.7872,33,0.6431,0.6742,713,746,29,570,75,493,291
231100,Kuyper College,Grand Rapids,MI,www.kuyper.edu,0.7065,1030,24750,10725,0.58,21,0.7765,0.6563,714,703,628,952,340,865,341
282500,Saint Joseph's College-New York,Brooklyn,NY,www.sjcny.edu,0.7073,1031,22143.5,8251,1,11,0.6263,0.6803,715,685,385,531,684,190,278
335700,Point Park University,Pittsburgh,PA,www.pointpark.edu,0.7074,995,27000,9247,0.2305,11,0.7019,0.5827,716,874,1151,737,500,1220,521
326200,Elizabethtown College,Elizabethtown,PA,www.etown.edu,0.7082,1133,27000,13429,0.7164,21,0.8632,0.6949,717,286,1151,1195,198,609,250
350500,Maryville College,Maryville,TN,www.maryvillecollege.edu,0.7083,1049,27000,6739,1,21,0.784,0.5421,718,600,1151,983,927,190,626
221100,Springfield College,Springfield,MA,www.springfield.edu/,0.7087,1025,24826.5,10507,1,12,0.8305,0.6872,719,728,630,1119,367,190,267
134900,University of Northern Colorado,Greeley,CO,www.unco.edu,0.7088,1033,22500,8348,0.6364,13,0.5633,0.4635,720,671,427,394,662,753,848
262800,Rider University,Lawrenceville,NJ,www.rider.edu,0.7091,1026,26174,13081,0.472,21,0.6445,0.632,721,721,857,573,214,1016,392
114600,California State University-Chico,Chico,CA,www.csuchico.edu,0.7096,996,16500,6913,0.5236,13,0.4917,0.5926,722,868,99,283,889,939,489
242300,Mississippi State University,Mississippi State,MS,www.msstate.edu,0.7102,1126,23537,7318,0.8673,33,0.7217,0.6043,723,301,530,787,830,374,461
363200,Texas A & M University-College Station,College Station,TX,www.tamu.edu,0.7103,1206,19000,14943,0.8763,13,0.661,0.7934,724,162,179,621,142,359,131
326700,Geneva College,Beaver Falls,PA,www.geneva.edu,0.7106,1072,26000,8417,0.9694,21,0.8632,0.6468,725,486,849,1195,637,248,360
187400,Luther College,Decorah,IA,www.luther.edu,0.7116,1157,27000,13112,0.7727,33,0.8465,0.8159,726,235,1151,1167,213,516,102
345600,Winthrop University,Rock Hill,SC,www.winthrop.edu,0.7118,1053,27000,8526,0.5581,13,0.5809,0.5144,727,561,1151,422,608,894,706
161100,University of Hawaii at Hilo,Hilo,HI,hilo.hawaii.edu,0.7134,936,19197,13729,0.7363,33,0.2273,0.3843,729,1091,186,103,185,578,1036
180800,University of Southern Indiana,Evansville,IN,www.usi.edu,0.7134,1001,22866,6024,0.576,22,0.8581,0.4068,729,843,449,1184,1052,867,991
